"x","y","unique_squirrel_id","hectare","shift","date","hectare_squirrel_number","age","primary_fur_color","highlight_fur_color","combination_of_primary_and","color_notes","location","above_ground_sighter","specific_location","running","chasing","climbing","eating","foraging","other_activities","kuks","quaas","moans","tail_flags","tail_twitches","approaches","indifferent","runs_from","other_interactions","geocoded_column",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih"
"-73.9646901432328","40.775995869679","15I-PM-1012-03","15I","PM","10122018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9646901432328 40.775995869679)",,"19","4","19","13"
"-73.9690828325179","40.7818038172275","19C-PM-1018-04","19C","PM","10182018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9690828325179 40.7818038172275)",,"19","4","19","13"
"-73.9708775864433","40.772473633538","10F-PM-1019-12","10F","PM","10192018","12","Adult","Black","White","Black+White",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9708775864433 40.772473633538)",,"19","4","19","13"
"-73.9691050656013","40.7808139538222","18C-PM-1018-01","18C","PM","10182018","1",,"Black",,"Black+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9691050656013 40.7808139538222)",,"19","4","19","13"
"-73.9768434635084","40.7728494038744","7B-AM-1008-11","07B","AM","10082018","11","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9768434635084 40.7728494038744)",,"19","4","19","13"
"-73.9553811810434","40.7970895007931","40E-AM-1014-02","40E","AM","10142018","2","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"true","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9553811810434 40.7970895007931)",,"19","4","19","13"
"-73.9588468413094","40.7963852299012","38B-AM-1019-05","38B","AM","10192018","5","Adult","Gray",,"Gray+",,"Above Ground","28",,"false","false","true","false","false","sitting still","false","true","false","false","false","false","false","false",,"POINT (-73.9588468413094 40.7963852299012)",,"19","4","19","13"
"-73.9788138172962","40.7693001754769","3B-AM-1010-09","03B","AM","10102018","9","Juvenile","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9788138172962 40.7693001754769)",,"19","4","19","13"
"-73.9700162034073","40.7815277479588","19B-AM-1019-02","19B","AM","10192018","2","Juvenile","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"true","false","false","true","false","posing","false","false","false","false","false","false","true","true","indifferent then runs from","POINT (-73.9700162034073 40.7815277479588)",,"19","4","19","13"
"-73.9570528770427","40.7990973804149","41B-AM-1010-07","41B","AM","10102018","7","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Above Ground","10",,"false","false","false","false","false",,"true","false","false","true","false","true","false","false","mad!","POINT (-73.9570528770427 40.7990973804149)",,"19","4","19","13"
"-73.9735489537928","40.7681257911523","4G-AM-1006-02","04G","AM","10062018","2",,"Gray","White","Gray+White",,"Above Ground","12","tree","false","false","false","false","false","sitting in tree","false","false","false","false","false","false","true","false",,"POINT (-73.9735489537928 40.7681257911523)",,"19","4","19","13"
"-73.9695507965155","40.7743070423435","12F-PM-1007-04","12F","PM","10072018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false","stared","POINT (-73.96955079651552 40.7743070423435)",,"19","4","19","13"
"-73.9787105069657","40.7693708133873","3B-AM-1010-08","03B","AM","10102018","8","Juvenile","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","10",,"false","false","true","false","false","together w/ #7","false","false","false","false","false","false","true","false",,"POINT (-73.9787105069657 40.7693708133873)",,"19","4","19","13"
"-73.9651654887991","40.7777806006951","17H-PM-1007-02","17H","PM","10072018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","true","false","false","true","false",,"POINT (-73.9651654887991 40.7777806006951)",,"19","4","19","13"
"-73.9537691298752","40.7941272599797","38G-PM-1020-01","38G","PM","10202018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","true","false","false","false","true",,"POINT (-73.9537691298752 40.7941272599797)",,"19","4","19","13"
"-73.9764839973068","40.7691725326976","4D-PM-1008-06","04D","PM","10082018","6","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","true","false","false","true","false",,"POINT (-73.9764839973068 40.7691725326976)",,"19","4","19","13"
"-73.9737773613311","40.7673662611015","3G-PM-1013-01","03G","PM","10132018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9737773613311 40.7673662611015)",,"19","4","19","13"
"-73.965796978969","40.7760402842845","15H-PM-1008-03","15H","PM","10082018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","lawn moving east over Park path","false","false","false","false","false","not sure walk-pause-walk","false","false","false","false","false","false","true","false",,"POINT (-73.96579697896901 40.7760402842845)",,"19","4","19","13"
"-73.9679336341793","40.7754186579647","14G-PM-1013-01","14G","PM","10132018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false","watching","POINT (-73.9679336341793 40.7754186579647)",,"19","4","19","13"
"-73.9761107065353","40.769642060286","5D-AM-1020-01","05D","AM","10202018","1","Adult",,,"+","Too far & cloudy to tell","Above Ground","30",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9761107065353 40.769642060286)",,"19","4","19","13"
"-73.9771614686616","40.7709677983247","5C-AM-1006-02","05C","AM","10062018","2","Adult","Cinnamon","White","Cinnamon+White",,"Above Ground","10",,"true","false","true","true","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9771614686616 40.7709677983247)",,"19","4","19","13"
"-73.9510747586301","40.7973106833951","42H-AM-1019-02","42H","AM","10192018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9510747586301 40.7973106833951)",,"19","4","19","13"
"-73.9598015842806","40.7973522744237","38A-PM-1013-03","38A","PM","10132018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","5",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9598015842806 40.7973522744237)",,"19","4","19","13"
"-73.9718729101676","40.7703692621371","7G-PM-1018-05","07G","PM","10182018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9718729101676 40.7703692621371)",,"19","4","19","13"
"-73.9638774579549","40.7913532129148","31A-AM-1010-05","31A","AM","10102018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","true","jumping","false","false","false","true","true","false","true","false","eventually ran from lawnmower (tail flag)","POINT (-73.9638774579549 40.7913532129148)",,"19","4","19","13"
"-73.9679538163341","40.7837103696906","22C-AM-1013-03","22C","AM","10132018","3","Juvenile","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","false","true","true","eating (mushroom)","false","false","false","false","false","false","false","true",,"POINT (-73.9679538163341 40.7837103696906)",,"19","4","19","13"
"-73.9564724104048","40.7936055508162","36F-PM-1012-04","36F","PM","10122018","4","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9564724104048 40.7936055508162)",,"19","4","19","13"
"-73.9613643418025","40.7892431934209","30D-AM-1017-02","30D","AM","10172018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9613643418025 40.7892431934209)",,"19","4","19","13"
"-73.9770824412252","40.7709961309457","5C-AM-1006-03","05C","AM","10062018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","15",,"false","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.97708244122522 40.7709961309457)",,"19","4","19","13"
"-73.9677646187171","40.7746492806333","13H-PM-1010-05","13H","PM","10102018","5","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9677646187171 40.7746492806333)",,"19","4","19","13"
"-73.9710760196868","40.7725506006789","10F-PM-1019-02","10F","PM","10192018","2","Juvenile","Gray","Cinnamon","Gray+Cinnamon","Cinnamon head & stripe","Ground Plane","FALSE","Behind fence, grass","true","false","false","false","false",,"false","false","false","false","true","false","false","true",,"POINT (-73.9710760196868 40.7725506006789)",,"19","4","19","13"
"-73.9711298491132","40.7676902603543","5I-PM-1008-01","05I","PM","10082018","1","Adult","Black","Cinnamon","Black+Cinnamon",,"Above Ground","15","in tree by arsenal - climbing","false","false","true","true","false",,"false","false","false","true","false","false","false","false",,"POINT (-73.9711298491132 40.7676902603543)",,"19","4","19","13"
"-73.9702755805141","40.7783547795222","16D-PM-1010-13","16D","PM","10102018","13","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9702755805141 40.7783547795222)",,"19","4","19","13"
"-73.9638837160341","40.7809747900833","21G-AM-1014-07","21G","AM","10142018","7","Adult","Gray","White","Gray+White",,"Above Ground","5",,"false","true","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9638837160341 40.7809747900833)",,"19","4","19","13"
"-73.968367485157","40.7838472644815","22B-PM-1014-05","22B","PM","10142018","5",,"Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","false","eating (eats with head tilted far to the right (tooth issue?))","false","false","false","false","false","false","false","false",,"POINT (-73.968367485157 40.7838472644815)",,"19","4","19","13"
"-73.9772576561244","40.7679895093963","3D-AM-1006-08","03D","AM","10062018","8","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","true","false","false","approaches (food stand)","POINT (-73.9772576561244 40.7679895093963)",,"19","4","19","13"
"-73.9519639918804","40.7949911702392","39H-AM-1007-01","39H","AM","10072018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9519639918804 40.7949911702392)",,"19","4","19","13"
"-73.9754270368984","40.7702411502308","6D-PM-1020-01","06D","PM","10202018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","Baseball field","false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9754270368984 40.7702411502308)",,"19","4","19","13"
"-73.9712327308512","40.7748702909218","12E-PM-1018-06","12E","PM","10182018","6","Juvenile","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.9712327308512 40.7748702909218)",,"19","4","19","13"
"-73.9712318712643","40.7773053099657","14D-PM-1019-04","14D","PM","10192018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9712318712643 40.7773053099657)",,"19","4","19","13"
"-73.9761209945419","40.7682404528903","3E-PM-1008-03","03E","PM","10082018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9761209945419 40.7682404528903)",,"19","4","19","13"
"-73.967181612203","40.7787752287055","17F-PM-1020-03","17F","PM","10202018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","35",,"false","false","true","true","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.967181612203 40.7787752287055)",,"19","4","19","13"
"-73.9665709146738","40.7839384318554","22D-PM-1012-04","22D","PM","10122018","4","Adult","Gray","Black, White","Gray+Black, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9665709146738 40.7839384318554)",,"19","4","19","13"
"-73.9770273553525","40.7732399463626","8A-AM-1013-03","08A","AM","10132018","3","Juvenile",,,"+",,"Above Ground","3","fence","true","true","true","true","false","playing tag together","false","false","false","false","false","true","false","false",,"POINT (-73.9770273553525 40.7732399463626)",,"19","4","19","13"
"-73.9737091707831","40.7713732567512","7E-AM-1006-03","07E","AM","10062018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","under a tree","false","false","false","true","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9737091707831 40.7713732567512)",,"19","4","19","13"
"-73.9520592496349","40.7975076299811","42G-PM-1014-03","42G","PM","10142018","3","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Above Ground","4","on fence","true","false","false","false","false","prancing","false","false","false","false","false","false","false","true",,"POINT (-73.9520592496349 40.7975076299811)",,"19","4","19","13"
"-73.963842266151","40.7887340867773","28C-PM-1006-02","28C","PM","10062018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","Near rock","true","false","false","false","false",,"false","false","false","false","false","false","false","true","dog","POINT (-73.963842266151 40.7887340867773)",,"19","4","19","13"
"-73.9775681731459","40.7676421190309","2D-AM-1007-03","02D","AM","10072018","3","Adult","Gray",,"Gray+",,"Above Ground","100",,"false","false","true","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9775681731459 40.7676421190309)",,"19","4","19","13"
"-73.9598155300913","40.7905887826983","32E-AM-1007-10","32E","AM","10072018","10","Adult","Black",,"Black+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9598155300913 40.7905887826983)",,"19","4","19","13"
"-73.9728660779622","40.7753294525644","12C-AM-1013-03","12C","AM","10132018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true","burying","false","false","false","false","false","false","true","false",,"POINT (-73.9728660779622 40.7753294525644)",,"19","4","19","13"
"-73.972416242971","40.7714260236636","8F-PM-1012-04","08F","PM","10122018","4","Adult","Gray",,"Gray+",,"Above Ground","6",,"false","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.972416242971 40.7714260236636)",,"19","4","19","13"
"-73.9731498064872","40.7659963196581","2H-AM-1006-02","02H","AM","10062018","2","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","true","true","false","false",,"false","false","false","false","false","true","false","false",,"POINT (-73.9731498064872 40.7659963196581)",,"19","4","19","13"
"-73.9527808174534","40.7924167234441","36I-AM-1017-05","36I","AM","10172018","5","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","false","true","runs from (me)","POINT (-73.9527808174534 40.7924167234441)",,"19","4","19","13"
"-73.9624184586031","40.7921524868211","32B-AM-1017-03","32B","AM","10172018","3","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","true","true","true","approaches (primarily),runs from (initially),follows","POINT (-73.9624184586031 40.7921524868211)",,"19","4","19","13"
"-73.9568343093228","40.7949401350882","37E-PM-1006-04","37E","PM","10062018","4","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","false","doesn't see me","POINT (-73.9568343093228 40.7949401350882)",,"19","4","19","13"
"-73.9741401377844","40.7758134257881","12B-AM-1007-02","12B","AM","10072018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","true","false","false","false",,"false","false","false","true","false","false","true","false",,"POINT (-73.9741401377844 40.7758134257881)",,"19","4","19","13"
"-73.9753574279936","40.7683211694257","4E-PM-1008-08","04E","PM","10082018","8","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","true","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9753574279936 40.7683211694257)",,"19","4","19","13"
"-73.9737266070919","40.7786338379896","14A-PM-1014-01","14A","PM","10142018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","true","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9737266070919 40.7786338379896)",,"19","4","19","13"
"-73.967895656898","40.7767409597341","15F-PM-1010-07","15F","PM","10102018","7","Adult","Gray",,"Gray+",,"Above Ground","3","on fence","true","false","false","false","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.967895656898 40.7767409597341)",,"19","4","19","13"
"-73.9760942252437","40.7742035674209","9B-PM-1013-07","09B","PM","10132018","7","Juvenile","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","true","false","true","false",,"POINT (-73.97609422524371 40.7742035674209)",,"19","4","19","13"
"-73.9758464905133","40.7725957408841","8C-PM-1013-05","08C","PM","10132018","5","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","true","false","false","true","false",,"POINT (-73.9758464905133 40.7725957408841)",,"19","4","19","13"
"-73.9767080512177","40.7717708794221","6B-PM-1017-04","06B","PM","10172018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","true","false","false","true",,"false","false","false","false","false","false","false","false",,"POINT (-73.9767080512177 40.7717708794221)",,"19","4","19","13"
"-73.9760256477558","40.7703573131398","5D-AM-1020-02","05D","AM","10202018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","true","false","true","small jumps","false","false","false","false","false","false","false","false",,"POINT (-73.9760256477558 40.7703573131398)",,"19","4","19","13"
"-73.9590236602085","40.7982632456866","40A-AM-1010-04","40A","AM","10102018","4","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE","bottom great hill","false","false","false","false","true",,"false","false","false","true","false","false","true","true","dog chased","POINT (-73.9590236602085 40.7982632456866)",,"19","4","19","13"
"-73.9754778808471","40.7685619029765","4E-AM-1020-01","04E","AM","10202018","1","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","White selected as Primary. Cinnamon selected as Highlights. Made executive adjustments.","Above Ground","7",,"false","false","true","false","false","sitting very still","false","false","false","false","false","false","true","false",,"POINT (-73.9754778808471 40.7685619029765)",,"19","4","19","13"
"-73.9597648775789","40.7903443029725","32E-AM-1007-01","32E","AM","10072018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","false","true",,"POINT (-73.9597648775789 40.7903443029725)",,"19","4","19","13"
"-73.9589414339242","40.7907073888277","32E-PM-1017-04","32E","PM","10172018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE","treed area","false","false","false","true","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9589414339242 40.7907073888277)",,"19","4","19","13"
"-73.9779805668091","40.7680931566797","2D-PM-1012-02","02D","PM","10122018","2","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","true","false","false",,"POINT (-73.9779805668091 40.7680931566797)",,"19","4","19","13"
"-73.9733117663541","40.7694584620114","6F-PM-1008-05","06F","PM","10082018","5","Adult","Cinnamon","White","Cinnamon+White","white patch","Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.97331176635412 40.7694584620114)",,"19","4","19","13"
"-73.9751729403694","40.7743284123118","10B-PM-1014-02","10B","PM","10142018","2","Adult","Gray","White","Gray+White",,"Above Ground",,"gingko tree by traffic light in front of Strawberry Fields","false","false","false","false","true",,"false","false","false","false","true","false","false","false","came over on tree to see me then disappeared","POINT (-73.9751729403694 40.7743284123118)",,"19","4","19","13"
"-73.9786339295735","40.7684918638639","3C-PM-1008-02","03C","PM","10082018","2","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9786339295735 40.7684918638639)",,"19","4","19","13"
"-73.9726747666002","40.7703022669308","7F-AM-1008-02","07F","AM","10082018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","true","see stories and locations","POINT (-73.9726747666002 40.7703022669308)",,"19","4","19","13"
"-73.9570817579092","40.7964221087879","38D-AM-1017-02","38D","AM","10172018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","false","hiding in log","false","false","false","false","false","false","true","false",,"POINT (-73.9570817579092 40.7964221087879)",,"19","4","19","13"
"-73.974420668782","40.7749628597465","10C-PM-1013-04","10C","PM","10132018","4",,"Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.974420668782 40.7749628597465)",,"19","4","19","13"
"-73.9589627056561","40.7847591558491","26I-PM-1010-02","26I","PM","10102018","2","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Ground Plane","FALSE",,"false","false","false","false","true","hiding food","false","false","false","false","true","false","true","false",,"POINT (-73.9589627056561 40.7847591558491)",,"19","4","19","13"
"-73.9762246600197","40.775164077652","10A-AM-1006-03","10A","AM","10062018","3","Juvenile","Cinnamon",,"Cinnamon+",,"Ground Plane","FALSE","Bridle Path lawn","false","false","false","true","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9762246600197 40.775164077652)",,"19","4","19","13"
"-73.9800669115792","40.7676825134384","1B-AM-1012-07","01B","AM","10122018","7","Adult","Cinnamon",,"Cinnamon+",,"Above Ground","2","on tree trunk","false","true","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9800669115792 40.7676825134384)",,"19","4","19","13"
"-73.976798124308","40.7741316574113","9A-PM-1010-04","09A","PM","10102018","4",,"Cinnamon",,"Cinnamon+",,"Above Ground","20",,"true","false","true","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.97679812430802 40.7741316574113)",,"19","4","19","13"
"-73.9773317054464","40.7684035996758","3D-AM-1006-03","03D","AM","10062018","3","Juvenile","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE","on top [of] a big rock/boulder in the area","true","false","true","false","false","climbing (rock)","false","false","false","false","false","true","false","false","approaches (slightly),wary of humans","POINT (-73.9773317054464 40.76840359967581)",,"19","4","19","13"
"-73.9534333425633","40.7932564163328","37H-AM-1018-03","37H","AM","10182018","3","Adult","Gray","White","Gray+White",,"Above Ground","10","in a tree with red berries","false","false","false","true","false",,"false","true","false","false","false","false","false","true",,"POINT (-73.9534333425633 40.7932564163328)",,"19","4","19","13"
"-73.9726958070536","40.7706096126328","7F-AM-1008-09","07F","AM","10082018","9","Adult","Gray",,"Gray+",,"Above Ground","20",,"false","false","true","false","false","playing w/ #8","false","false","false","false","false","false","true","false",,"POINT (-73.9726958070536 40.7706096126328)",,"19","4","19","13"
"-73.978436117932","40.7724769242403","6A-AM-1006-06","06A","AM","10062018","6","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Above Ground","15","tree","false","false","true","false","false",,"true","false","false","false","false","false","false","false",,"POINT (-73.978436117932 40.7724769242403)",,"19","4","19","13"
"-73.9552861155228","40.788973931872","32I-AM-1013-05","32I","AM","10132018","5","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Above Ground","3","In and below shrub","false","false","true","false","true",,"false","false","false","true","false","false","true","false",,"POINT (-73.9552861155228 40.788973931872)",,"19","4","19","13"
"-73.9712876234172","40.7695885530701","7H-PM-1006-02","07H","PM","10062018","2","Adult","Gray",,"Gray+",,"Above Ground","25","tree","true","false","true","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9712876234172 40.7695885530701)",,"19","4","19","13"
"-73.9771069181511","40.7670538214988","2E-PM-1014-05","02E","PM","10142018","5","Adult","Cinnamon","Gray","Cinnamon+Gray",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9771069181511 40.7670538214988)",,"19","4","19","13"
"-73.9698714743386","40.7743814661685","12F-AM-1020-02","12F","AM","10202018","2","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"true","false","false","false","false",,"false","false","false","false","false","false","false","false",,"POINT (-73.9698714743386 40.7743814661685)",,"19","4","19","13"
"-73.9691094942294","40.776760392858","14E-AM-1008-01","14E","AM","10082018","1","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false","walking","false","false","false","false","false","false","false","true",,"POINT (-73.9691094942294 40.776760392858)",,"19","4","19","13"
"-73.9786481009499","40.7697372811949","4B-PM-1018-03","04B","PM","10182018","3","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","true","false","false",,"POINT (-73.9786481009499 40.7697372811949)",,"19","4","19","13"
"-73.9754742295091","40.7696998327247","5E-PM-1012-02","05E","PM","10122018","2","Adult","Cinnamon","Gray, White","Cinnamon+Gray, White",,"Ground Plane","FALSE",,"false","false","false","true","true",,"false","false","false","false","false","false","true","false",,"POINT (-73.9754742295091 40.7696998327247)",,"19","4","19","13"
"-73.968107276769","40.7768612676036","15F-AM-1007-09","15F","AM","10072018","9","Adult","Cinnamon","White","Cinnamon+White",,"Above Ground","20",,"false","false","true","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.968107276769 40.7768612676036)",,"19","4","19","13"
"-73.9591400366159","40.7891708599318","31F-PM-1007-01","31F","PM","10072018","1","Adult","Gray","White","Gray+White","white neck and belly","Ground Plane","FALSE",,"false","false","false","false","false",,"false","false","false","false","false","false","true","false",,"POINT (-73.9591400366159 40.7891708599318)",,"19","4","19","13"
"-73.9767191629692","40.7730786298701","8B-PM-1012-03","08B","PM","10122018","3","Adult","Gray","Cinnamon, White","Gray+Cinnamon, White",,"Ground Plane","FALSE",,"false","false","false","false","true",,"false","false","false","false","false","false","false","true",,"POINT (-73.9767191629692 40.7730786298701)",,"19","4","19","13"
"-73.9661262885099","40.7844085550945","23D-AM-1013-01","23D","AM","10132018","1","Adult","Gray","Cinnamon","Gray+Cinnamon",,"Above Ground","3",,"false","false","true","false","false",,"false","false","false","false","false","true","false","false","approaches (he saw me,came towards,then darted up)","POINT (-73.9661262885099 40.7844085550945)",,"19","4","19","13"
"-73.9521950056404","40.794937340845","39H-PM-1013-01","39H","PM","10132018","1","Adult","Gray","White","Gray+White",,"Ground Plane","FALSE",,"false","false","false","true","false",,"false","false","false","false","false","false","true","false","ran away when a human approached with a dog","POINT (-73.9521950056404 40.794937340845)",,"19","4","19","13"
"-73.9579218587172","40.7960605028848","38C-AM-1019-04","38C","AM","10192018","4","Adult","Gray",,"Gray+",,"Ground Plane","FALSE",,"false","false","false","false","true",,"true","true","false","false","false","false","true","false",,"POINT (-73.9579218587172 40.79606050288481)",,"19","4","19","13"
